--------------------------------------
Running config: /home/druijsch/LPJmL5/dev15oct2025/config_files/2026_04_08_run_for_10_locations/boreal_needleleaved_summergreen_tree/spinup/configs/boreal_needleleaved_summergreen_tree_patch2_config_spinup.cjson
SLURM task ID: 6
Node: tcn73.local.snellius.surf.nl
--------------------------------------
******************************************************************************
****        _     ____     _           _       ____        _  ___         ****
****       | |   |  _ \   | |_ __ ___ | |     | ___|      / |/ _ \        ****
****       | |   | |_) |  | | '_ ` _ \| |     |___ \      | | | | |       ****
****       | |___|  __/ |_| | | | | | | |___   ___) |  _  | | |_| |       ****
****       |_____|_|   \___/|_| |_| |_|_____| |____/  (_) |_|\___/        ****
****                                                                      ****
****                 lpjml C Version 5.10.1 (Apr 14 2026)                 ****
****    Dynamic global vegetation model with natural and managed land     ****
****                     Compiled for Linux with MPI                      ****
****       (C) Potsdam Institute for Climate Impact Research (PIK),       ****
****                          see COPYRIGHT file                          ****
****              Authors, and contributors see AUTHORS file              ****
**** This version of LPJmL is licensed under GNU AGPL Version 3 or later  ****
****        See LICENSE file or go to http://www.gnu.org/licenses/        ****
****                 or invoke lpjml -l to print license                  ****
****      https://gitlab.pik-potsdam.de/lpjml/wur_team/lpjml-wur.git      ****
****          GIT hash: 5e6f8e1bb5c5d5f3357da68b6c43e9517864f3c2          ****
****                                                                      ****
******************************************************************************

Running for user druijsch on tcn73.local.snellius.surf.nl at Tue Apr 14 17:01:13 2026
Reading configuration from '/home/druijsch/LPJmL5/dev15oct2025/config_files/2026_04_08_run_for_10_locations/boreal_needleleaved_summergreen_tree/spinup/configs/boreal_needleleaved_summergreen_tree_patch2_config_spinup.cjson'.
==============================================================================
/----------------------------------------------------------\
|institution: Potsdam Institute for Climate Impact Research|
|contact:                                                  |
|comment:                                                  |
\----------------------------------------------------------/
Simulation "LPJmL Run" running on 50 tasks
Simulation with shuffle spinup climate, equilsoil is called, 
nitrogen limitation, permafrost, Johansen conductivity, 
percolation heattransfer, GSI phenology, NPP controlled BNF.
Cultivation types: none, biomass, annual crop
Working directory: /gpfs/home5/druijsch/LPJmL5/dev15oct2025
cpp processed configuration file written to `/projects/prjs2023/chapter3/lpjml_output/2026_04_08_run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/output/lpjml_config_spinup.json`.
Starting from scratch.
Input files:
Variable     Fmt  Varname  Filename
------------ ---- -------- ---------------------------------------------------
soil         cdf  soilcode /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/soil.nc
temp         cdf  tas      /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/temp.nc
prec         cdf  pr       /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/prec.nc
lwdown       cdf  rlds     /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/lwdown.nc
swdown       cdf  rsds     /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/swdown.nc
no3_depo     cdf  noy      /projects/prjs2023/chapter3/lpjml_input/ndep-noy_histsoc_monthly_1901_2021_units.nc
nh4_depo     cdf  nhx      /projects/prjs2023/chapter3/lpjml_input/ndep-nhx_histsoc_monthly_1901_2021_units.nc
soilpH       cdf  soil_ph  /projects/prjs2023/chapter3/lpjml_input/hwsd_soil_data_all_land_oceanfilled.nc
co2          txt           /projects/prjs2023/chapter3/lpjml_input/co2_1832-2023.dat
windspeed    cdf  sfcwind  /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/wind.nc
------------ ---- -------- ---------------------------------------------------
Writing restart file '/home/druijsch/LPJmL5/dev15oct2025/restart/2026_04_08_run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/restart_1901_nv_stdfire.lpj' after year 1901.
Random seed: 2
Number of output files:       1
Output written in year:       -1020
Byte order in output files:   little endian

Variable   Fmt  Unit Type   tstep nbd Filename
---------- ---- ---- ------ ----- --- -----------------------------------------
globalflux txt  -    float  year    1 /projects/prjs2023/chapter3/lpjml_output/2026_04_08_run_for_10_locations/boreal_needleleaved_summergreen_tree/patch_2/output/globalflux_spinup.csv + .json
---------- ---- ---- ------ ----- --- -----------------------------------------
Spinup years:                  3000
Cycle length during spinup:      30
First year:                    1901
Last year:                     1901
Number of grid cells:            72
==============================================================================
Memory allocated for output: 344 bytes/cell
Simulation begins...
Spinup using climate starting from year 1901

         Carbon flux (ktC/yr)        Water (dam3/yr)                Nitrogen (MgN/yr)
       ----------------------- -------------------------- --------------------------------
Spinup NEP     estab   NBP     transp     evap    interc  nuptake ndemand  nlosses ninflux
------ ------- ------- ------- ---------- ------- ------- ------- -------- ------- -------
 -1099 -61.195   0.210 -60.985        0.0 290438.5     0.0     0.0      0.0  3821.6   123.2
 -1098 -64.462   0.188 -64.274        0.1 365758.9     0.9    12.5      0.1 17653.5   123.3
 -1097 -68.919   0.138 -68.781        1.4 407415.3     1.5    55.3      0.1  9007.3   123.3
 -1096 -65.786   0.057 -65.728       15.5 394143.2     3.7   164.6      0.6  8701.5   124.4
 -1095 -40.596   0.020 -40.575      196.1 399040.6     5.2   601.9      1.7  2803.2   127.6
 -1094  25.644   0.077  25.721     2359.5 402292.8    30.1  1859.5      7.2  1103.6   135.9
 -1093 219.438   0.030 219.468    18889.3 318100.0   136.7  5796.8     26.0  1169.8   192.9
 -1092 414.212   0.016 414.229    72912.8 338546.3  1416.4  7983.3    275.7   499.0   699.6
 -1091 584.496  -0.047 584.449   140519.6 292072.9  3793.3  9822.0    467.0  2490.4  1008.9
 -1090 919.263  -0.241 919.023   225896.6 211710.6  5048.3 15763.2    344.2  1152.7   803.3
 -1089 645.179   0.028 645.207   199171.0 144409.7  5147.6  7186.3    460.2   135.6   599.4
 -1088 939.668   0.010 939.678   244782.5 170970.1  9422.9 15551.0    507.7    90.7   771.3
 -1087 947.893  -0.389 947.505   268058.5 160170.0  9566.1 12785.9    459.0    82.8   814.5
 -1086 878.219   0.014 878.234   264053.0 210851.4 18937.0 12698.6    715.2    76.3  1017.4
 -1085 642.512   0.024 642.536   274108.8 167075.6 10133.6  6760.9   1202.3    71.3  1670.4
 -1084 538.121   0.023 538.144   241972.3 140943.8  8738.3  6279.3   1247.0    65.8  1615.0
 -1083 398.304   0.021 398.326   225585.1 160726.7  9654.1  7101.7   1046.5    64.6  1293.4
 -1082 377.960   0.024 377.983   227215.5 198463.9  7926.7  7203.5   1400.9    66.1  1773.6
 -1081 306.686   0.024 306.711   219694.6 219518.3 12792.3  5497.7   1383.1    89.8  1729.2
 -1080 290.784   0.027 290.811   232789.3 171844.1  5521.9  7329.5   1283.5   125.5  1724.5
 -1079 338.719   0.022 338.741   220300.9 189983.7  7910.0  8921.0   1566.0   128.5  1893.0
 -1078 278.682   0.022 278.705   237866.1 180347.9  7833.4  7035.4   1369.8   192.4  1733.1
 -1077 335.752   0.017 335.769   242517.8 182008.6  7937.9  5914.7   1442.6   577.7  1831.5
 -1076 293.676   0.014 293.689   192586.3 184286.2  8459.3  7110.3   1196.7  2496.0  1525.4
 -1075 250.700   0.017 250.717   218284.8 210964.4  5470.1  5295.9   1326.6   841.5  1701.3

         Carbon flux (ktC/yr)        Water (dam3/yr)                Nitrogen (MgN/yr)
       ----------------------- -------------------------- --------------------------------
Spinup NEP     estab   NBP     transp     evap    interc  nuptake ndemand  nlosses ninflux
------ ------- ------- ------- ---------- ------- ------- ------- -------- ------- -------
 -1074 250.613   0.020 250.633   166957.9 204634.9  7011.6  7029.6   1074.0   392.6  1416.5
 -1073 162.559   0.021 162.579   202401.1 219804.8  5817.8  4277.3   1459.4   158.7  1786.6
 -1072  73.886   0.031  73.917   178508.3 201372.4  5339.6  2493.0   1564.7    56.2  1807.0
 -1071   6.183   0.041   6.224   173370.1 195070.2  4685.1  1678.0   1510.4    52.3  1763.5
 -1070 -50.665   0.040 -50.624   151780.8 192284.8  2456.5  1486.8   1555.0    56.3  1716.6
 -1069 -32.536   0.026 -32.510   132597.1 195634.0  1653.0  2425.2   1225.3    54.6  1440.0
 -1068 -119.556   0.059 -119.496   105283.5 209458.7  2541.6  1138.3   1336.0    48.5  1501.3
 -1067 -118.384   0.049 -118.335   107675.6 266307.0  3229.9  2224.3   1250.6    49.6  1459.7
 -1066 -124.589   0.051 -124.538    96297.8 290845.0  4088.3  1816.4   1155.4   168.7  1379.3
 -1065 -86.424   0.048 -86.376    99917.2 289616.3  2813.7  2717.2   1132.2   683.8  1394.6
 -1064 -97.863   0.051 -97.812    84551.9 246854.2  2407.6  1952.6   1054.8  4819.1  1238.2
 -1063 -52.690   0.051 -52.639    95223.3 288366.4  2296.6  2501.5    967.0  7997.0  1266.6
 -1062 -22.104   0.023 -22.081    84511.9 209633.8   726.9  2317.2    850.8  6803.3  1125.2
 -1061 -51.001   0.068 -50.933    87106.6 264878.4  2139.7  2224.6    940.1  6093.8  1234.2
 -1060 -58.905   0.049 -58.856    87753.0 299927.2  2358.3  2699.7   1055.7  7766.8  1321.0
 -1059 -71.918   0.051 -71.867    97475.8 281335.2  2188.8  2769.2   1037.2  6194.5  1312.2
 -1058 -25.635   0.050 -25.585    85955.1 260992.5   876.7  2843.8    864.5  4250.6  1118.4
 -1057 -40.087   0.048 -40.039    97815.7 238144.9  1565.2  3128.6   1000.5  3860.6  1319.1
