--------------------------------------
Running config: /home/druijsch/LPJmL5/dev15oct2025/config_files/2026_04_08_run_for_10_locations/temperate_broadleaved_summergreen_tree/spinup/configs/temperate_broadleaved_summergreen_tree_patch10_config_spinup.cjson
SLURM task ID: 3
Node: tcn366.local.snellius.surf.nl
--------------------------------------
******************************************************************************
****        _     ____     _           _       ____        _  ___         ****
****       | |   |  _ \   | |_ __ ___ | |     | ___|      / |/ _ \        ****
****       | |   | |_) |  | | '_ ` _ \| |     |___ \      | | | | |       ****
****       | |___|  __/ |_| | | | | | | |___   ___) |  _  | | |_| |       ****
****       |_____|_|   \___/|_| |_| |_|_____| |____/  (_) |_|\___/        ****
****                                                                      ****
****                 lpjml C Version 5.10.1 (Apr 14 2026)                 ****
****    Dynamic global vegetation model with natural and managed land     ****
****                     Compiled for Linux with MPI                      ****
****       (C) Potsdam Institute for Climate Impact Research (PIK),       ****
****                          see COPYRIGHT file                          ****
****              Authors, and contributors see AUTHORS file              ****
**** This version of LPJmL is licensed under GNU AGPL Version 3 or later  ****
****        See LICENSE file or go to http://www.gnu.org/licenses/        ****
****                 or invoke lpjml -l to print license                  ****
****      https://gitlab.pik-potsdam.de/lpjml/wur_team/lpjml-wur.git      ****
****          GIT hash: 5e6f8e1bb5c5d5f3357da68b6c43e9517864f3c2          ****
****                                                                      ****
******************************************************************************

Running for user druijsch on tcn366.local.snellius.surf.nl at Tue Apr 14 16:26:37 2026
Reading configuration from '/home/druijsch/LPJmL5/dev15oct2025/config_files/2026_04_08_run_for_10_locations/temperate_broadleaved_summergreen_tree/spinup/configs/temperate_broadleaved_summergreen_tree_patch10_config_spinup.cjson'.
==============================================================================
/----------------------------------------------------------\
|institution: Potsdam Institute for Climate Impact Research|
|contact:                                                  |
|comment:                                                  |
\----------------------------------------------------------/
Simulation "LPJmL Run" running on 50 tasks
Simulation with shuffle spinup climate, equilsoil is called, 
nitrogen limitation, permafrost, Johansen conductivity, 
percolation heattransfer, GSI phenology, NPP controlled BNF.
Cultivation types: none, biomass, annual crop
Working directory: /gpfs/home5/druijsch/LPJmL5/dev15oct2025
cpp processed configuration file written to `/projects/prjs2023/chapter3/lpjml_output/2026_04_08_run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/output/lpjml_config_spinup.json`.
Starting from scratch.
Input files:
Variable     Fmt  Varname  Filename
------------ ---- -------- ---------------------------------------------------
soil         cdf  soilcode /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/soil.nc
temp         cdf  tas      /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/temp.nc
prec         cdf  pr       /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/prec.nc
lwdown       cdf  rlds     /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/lwdown.nc
swdown       cdf  rsds     /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/swdown.nc
no3_depo     cdf  noy      /projects/prjs2023/chapter3/lpjml_input/ndep-noy_histsoc_monthly_1901_2021_units.nc
nh4_depo     cdf  nhx      /projects/prjs2023/chapter3/lpjml_input/ndep-nhx_histsoc_monthly_1901_2021_units.nc
soilpH       cdf  soil_ph  /projects/prjs2023/chapter3/lpjml_input/hwsd_soil_data_all_land_oceanfilled.nc
co2          txt           /projects/prjs2023/chapter3/lpjml_input/co2_1832-2023.dat
windspeed    cdf  sfcwind  /projects/prjs2023/chapter3/lpjml_input/run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/wind.nc
------------ ---- -------- ---------------------------------------------------
Writing restart file '/home/druijsch/LPJmL5/dev15oct2025/restart/2026_04_08_run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/restart_1901_nv_stdfire.lpj' after year 1901.
Random seed: 2
Number of output files:       1
Output written in year:       -1020
Byte order in output files:   little endian

Variable   Fmt  Unit Type   tstep nbd Filename
---------- ---- ---- ------ ----- --- -----------------------------------------
globalflux txt  -    float  year    1 /projects/prjs2023/chapter3/lpjml_output/2026_04_08_run_for_10_locations/temperate_broadleaved_summergreen_tree/patch_10/output/globalflux_spinup.csv + .json
---------- ---- ---- ------ ----- --- -----------------------------------------
Spinup years:                  3000
Cycle length during spinup:      30
First year:                    1901
Last year:                     1901
Number of grid cells:            63
==============================================================================
Memory allocated for output: 344 bytes/cell
Simulation begins...
Spinup using climate starting from year 1901

         Carbon flux (ktC/yr)        Water (dam3/yr)                Nitrogen (MgN/yr)
       ----------------------- -------------------------- --------------------------------
Spinup NEP     estab   NBP     transp     evap    interc  nuptake ndemand  nlosses ninflux
------ ------- ------- ------- ---------- ------- ------- ------- -------- ------- -------
 -1099 -1389.384   0.401 -1388.983        0.0 1879899.4     0.0     0.0      0.0 63224.2  1297.1
 -1098 -1448.854   0.214 -1448.640        4.2 2620340.7     2.6    53.2      0.3 131728.9  1297.3
 -1097 -1469.247   0.114 -1469.133       56.1 1725403.3     5.5   495.9      3.0 40456.9  1298.9
 -1096 -1408.679   0.106 -1408.573     2648.0 1734984.0    26.1  3296.3     19.9 63456.9  1309.8
 -1095 -479.459  -0.047 -479.506    99922.0 1904350.9   747.3 22742.2    385.8 50818.4  1502.1
 -1094 649.113  -0.047 649.066   701758.0 912716.3 11423.5 40646.6   3606.0 38219.9  2777.1
 -1093 2209.633  -0.007 2209.626  1772471.0 584303.5 81361.8 68620.0   6798.7 191349.5  4760.5
 -1092 1125.376   0.001 1125.377  1451892.9 593666.4 69640.8 37229.0   5928.5 95561.2  4251.1
 -1091 623.494   0.000 623.494  1354442.5 661676.4 60440.1 35510.4   6402.0 66063.3  4390.2
 -1090 283.707  -0.008 283.700  1356545.4 396550.2 64675.6 33609.0   8209.0 179549.1  5143.5
 -1089 -491.541  -0.007 -491.548  1218826.3 412225.6 41274.6 27872.6   8224.0 69728.9  5078.6
 -1088 -931.788   0.006 -931.781   871065.6 463839.5 22205.1 10530.0   6361.0 72795.2  4279.9
 -1087 -38.727  -0.004 -38.731  1207825.5 510229.5 42894.5 36376.0   7915.8 63440.4  5408.8
 -1086 -382.072   0.000 -382.072  1392107.9 565400.0 64751.5 25238.4  11768.7 132285.9  7002.2
 -1085 -472.154   0.000 -472.153  1187259.4 505539.0 47390.6 23230.5   9110.4 74142.7  5792.7
 -1084 -449.861   0.001 -449.860  1202620.6 498277.1 46903.1 23693.5   9599.7 74515.5  6095.9
 -1083 -401.443   0.000 -401.443  1286151.9 462962.5 43775.2 26752.1  10568.4 48425.3  6341.6
 -1082 -1002.522   0.012 -1002.510  1040241.1 559572.4 36949.8 17648.2   9978.5 44386.7  5918.5
 -1081 -279.087  -0.006 -279.093  1266228.1 523537.9 57391.4 31151.7  11513.1 96799.1  7013.3
 -1080 -467.288  -0.001 -467.289  1262575.7 513440.4 52236.9 26277.1  11652.2 94533.6  7192.6
 -1079 -817.626   0.010 -817.615   865680.5 424410.4 22559.7 15189.4   8752.1 49998.2  5221.5
 -1078 -139.641  -0.002 -139.642  1208641.8 439607.0 41886.6 32825.6  11004.5 34919.8  6543.5
 -1077 -407.244   0.006 -407.238  1328468.9 677478.8 77198.4 29286.9  12781.0 89275.7  8156.9
 -1076 -461.828   0.010 -461.818  1156705.0 666024.0 82484.0 23326.8  11961.2 123833.5  7174.3
 -1075 -385.880   0.004 -385.876  1159985.1 684181.0 67713.3 26685.9  11455.7 70716.7  7241.4

         Carbon flux (ktC/yr)        Water (dam3/yr)                Nitrogen (MgN/yr)
       ----------------------- -------------------------- --------------------------------
Spinup NEP     estab   NBP     transp     evap    interc  nuptake ndemand  nlosses ninflux
------ ------- ------- ------- ---------- ------- ------- ------- -------- ------- -------
 -1074 -382.842  -0.008 -382.850  1022685.9 426783.5 48617.4 26478.2  10153.8 48380.6  6247.2
 -1073 -348.426  -0.006 -348.432  1052983.2 479929.3 61974.9 24411.7  12681.0 64108.0  7259.0
 -1072 -71.975  -0.001 -71.975  1102875.8 497765.4 65644.2 35508.4  11045.9 54185.2  6728.1
 -1071 -393.529   0.001 -393.528  1033614.3 476767.5 62680.4 25439.3  11610.3 42420.9  6613.3
 -1070 -30.440   0.002 -30.438  1072155.4 642592.9 80607.2 35806.0  11050.9 37839.5  6646.8
 -1069 -134.639   0.005 -134.634  1170873.4 574001.5 133645.1 27877.6  12868.2 116095.7  7249.2
 -1068  20.141   0.004  20.144  1112155.7 498478.0 86366.3 36287.9  11191.8 44601.7  6515.8
 -1067 -36.556  -0.000 -36.556  1157677.2 617383.6 130718.8 31737.6  12558.5 77267.2  7020.4
 -1066  21.429  -0.008  21.420  1183767.0 508367.2 120035.8 32461.3  13217.6 26202.4  7047.0
 -1065 210.332  -0.005 210.328  1198572.9 609264.2 150147.5 35239.9  12176.0 52678.7  6753.3
 -1064 -606.632  -0.001 -606.633   950579.7 553068.8 90368.1 25699.1  10120.7 11890.0  5039.3
 -1063 -92.970   0.000 -92.969  1084966.8 437420.5 79132.6 33972.6  13190.0 20614.9  6630.8
 -1062 -175.979  -0.001 -175.980  1110440.5 390570.5 76000.6 35094.7  11798.4 17300.9  6189.4
 -1061  37.195   0.001  37.197  1106427.1 435640.6 89229.7 36149.7  12910.9 22585.2  6494.1
 -1060 358.194   0.002 358.196  1214095.6 611931.1 170310.3 38810.2  12411.6 64223.5  6411.6
